#Parameters = {Epsilon=3; a=8.636; b=4.318; d_new=2; d_odj=74.4; h=1; l=26; l_old=26; tg_delta=0.01}
#"Frequency / GHz"	"S1,2 [Re]"	"S1,2 [Im]"
#-----------------------------------------
22.738000000000	-0.60640905134362	-0.35791490104555
22.744000000000	-0.60831075766411	-0.35494290165346
22.750000000000	-0.61019718899554	-0.35196172906488
22.756000000000	-0.61206830658202	-0.34897146457028
22.762000000000	-0.61392407211125	-0.34597218957579
22.768000000000	-0.61576444771429	-0.34296398560084
22.774000000000	-0.61758939596524	-0.33994693427583
22.780000000000	-0.61939887988101	-0.33692111733986
22.786000000000	-0.62119286292105	-0.33388661663833
22.792000000000	-0.62297130898700	-0.33084351412071
22.798000000000	-0.62473418242242	-0.32779189183824
22.804000000000	-0.62648144801251	-0.32473183194160
22.810000000000	-0.62821307098373	-0.32166341667869
22.816000000000	-0.62992901700351	-0.31858672839233
22.822000000000	-0.63162925217993	-0.31550184951803
22.828000000000	-0.63331374306134	-0.31240886258173
22.834000000000	-0.63498245663600	-0.30930785019758
22.840000000000	-0.63663536033178	-0.30619889506569
22.846000000000	-0.63827242201574	-0.30308207996993
22.852000000000	-0.63989360999376	-0.29995748777572
22.858000000000	-0.64149889301017	-0.29682520142781
22.864000000000	-0.64308824024736	-0.29368530394815
22.870000000000	-0.64466162132536	-0.29053787843362
22.876000000000	-0.64621900630147	-0.28738300805395
22.882000000000	-0.64776036566981	-0.28422077604950
22.888000000000	-0.64928567036091	-0.28105126572910
22.894000000000	-0.65079489174130	-0.27787456046797
22.900000000000	-0.65228800161304	-0.27469074370551
22.906000000000	-0.65376497221334	-0.27149989894321
22.912000000000	-0.65522577621402	-0.26830210974255
22.918000000000	-0.65667038672114	-0.26509745972286
22.924000000000	-0.65809877727449	-0.26188603255922
22.930000000000	-0.65951092184713	-0.25866791198039
22.936000000000	-0.66090679484492	-0.25544318176671
22.942000000000	-0.66228637110605	-0.25221192574805
22.948000000000	-0.66364962590051	-0.24897422780171
22.954000000000	-0.66499653492965	-0.24573017185040
22.960000000000	-0.66632707432564	-0.24247984186016
22.966000000000	-0.66764122065098	-0.23922332183834
22.972000000000	-0.66893895089797	-0.23596069583156
22.978000000000	-0.67022024248821	-0.23269204792370
22.984000000000	-0.67148507327209	-0.22941746223388
22.990000000000	-0.67273342152822	-0.22613702291444
22.996000000000	-0.67396526596289	-0.22285081414896
23.002000000000	-0.67518058570960	-0.21955892015027
23.008000000000	-0.67637936032843	-0.21626142515844
23.014000000000	-0.67756156980552	-0.21295841343888
23.020000000000	-0.67872719455251	-0.20964996928027
23.026000000000	-0.67987621540601	-0.20633617699270
23.032000000000	-0.68100861362695	-0.20301712090566
23.038000000000	-0.68212437090008	-0.19969288536614
23.044000000000	-0.68322346933337	-0.19636355473664
23.050000000000	-0.68430589145740	-0.19302921339332
23.056000000000	-0.68537162022480	-0.18968994572403
23.062000000000	-0.68642063900964	-0.18634583612640
23.068000000000	-0.68745293160684	-0.18299696900599
23.074000000000	-0.68846848223155	-0.17964342877433
23.080000000000	-0.68946727551855	-0.17628529984706
23.086000000000	-0.69044929652166	-0.17292266664209
23.092000000000	-0.69141453071305	-0.16955561357765
23.098000000000	-0.69236296398271	-0.16618422507049
23.104000000000	-0.69329458263774	-0.16280858553401
23.110000000000	-0.69420937340176	-0.15942877937640
23.116000000000	-0.69510732341427	-0.15604489099879
23.122000000000	-0.69598842023000	-0.15265700479344
23.128000000000	-0.69685265181825	-0.14926520514191
23.134000000000	-0.69770000656228	-0.14586957641321
23.140000000000	-0.69853047325860	-0.14247020296204
23.146000000000	-0.69934404111636	-0.13906716912692
23.152000000000	-0.70014069975665	-0.13566055922844
23.158000000000	-0.70092043921186	-0.13225045756747
23.164000000000	-0.70168324992498	-0.12883694842335
23.170000000000	-0.70242912274896	-0.12542011605210
23.176000000000	-0.70315804894600	-0.12200004468472
23.182000000000	-0.70387002018685	-0.11857681852532
23.188000000000	-0.70456502855018	-0.11515052174948
23.194000000000	-0.70524306652183	-0.11172123850240
23.200000000000	-0.70590412699416	-0.10828905289722
23.206000000000	-0.70654820326531	-0.10485404901325
23.212000000000	-0.70717528903850	-0.10141631089427
23.218000000000	-0.70778537842136	-0.097975922546763
23.224000000000	-0.70837846592518	-0.094532967938244
23.230000000000	-0.70895454646421	-0.091087530995520
23.236000000000	-0.70951361535493	-0.087639695602999
23.242000000000	-0.71005566831536	-0.084189545600986
23.248000000000	-0.71058070146428	-0.080737164783995
23.254000000000	-0.71108871132054	-0.077282636899065
23.260000000000	-0.71157969480231	-0.073826045644079
23.266000000000	-0.71205364922635	-0.070367474666096
23.272000000000	-0.71251057230727	-0.066907007559674
23.278000000000	-0.71295046215677	-0.063444727865225
23.284000000000	-0.71337331728292	-0.059980719067350
23.290000000000	-0.71377913658936	-0.056515064593199
23.296000000000	-0.71416791937461	-0.053047847810821
23.302000000000	-0.71453966533125	-0.049579152027536
23.308000000000	-0.71489437454520	-0.046109060488300
23.314000000000	-0.71523204749494	-0.042637656374084
23.320000000000	-0.71555268505073	-0.039165022800255
23.326000000000	-0.71585628847385	-0.035691242814963
23.332000000000	-0.71614285941583	-0.032216399397538
23.338000000000	-0.71641239991766	-0.028740575456884
23.344000000000	-0.71666491240900	-0.025263853829890
23.350000000000	-0.71690039970742	-0.021786317279838
23.356000000000	-0.71711886501759	-0.018308048494819
23.362000000000	-0.71732031193048	-0.014829130086155
23.368000000000	-0.71750474442261	-0.011349644586833
23.374000000000	-0.71767216685518	-0.0078696744499238
23.380000000000	-0.71782258397334	-0.0043893020470377
23.386000000000	-0.71795600090533	-0.00090860966675913
23.392000000000	-0.71807242316171	0.0025723204869015
23.398000000000	-0.71817185663450	0.0060534062960526
23.404000000000	-0.71825430759644	0.0095345657304606
23.410000000000	-0.71831978270010	0.013015716849084
23.416000000000	-0.71836828897708	0.016496777801603
23.422000000000	-0.71839983383722	0.019977666829942
23.428000000000	-0.71841442506772	0.023458302269786
23.434000000000	-0.71841207083233	0.026938602552099
23.440000000000	-0.71839277967054	0.030418486204625
23.446000000000	-0.71835656049670	0.033897871853395
23.452000000000	-0.71830342259923	0.037376678224222
23.458000000000	-0.71823337563972	0.040854824144200
23.464000000000	-0.71814642965211	0.044332228543179
23.470000000000	-0.71804259504187	0.047808810455256
23.476000000000	-0.71792188258508	0.051284489020252
23.482000000000	-0.71778430342764	0.054759183485178
23.488000000000	-0.71762986908438	0.058232813205711
23.494000000000	-0.71745859143819	0.061705297647648
23.500000000000	-0.71727048273917	0.065176556388368
23.506000000000	-0.71706555560376	0.068646509118283
23.512000000000	-0.71684382301385	0.072115075642284
23.518000000000	-0.71660529831594	0.075582175881186
23.524000000000	-0.71634999522023	0.079047729873166
23.530000000000	-0.71607792779976	0.082511657775191
23.536000000000	-0.71578911048950	0.085973879864452
23.542000000000	-0.71548355808550	0.089434316539786
23.548000000000	-0.71516128574397	0.092892888323091
23.554000000000	-0.71482230898039	0.096349515860742
23.560000000000	-0.71446664366863	0.099804119925006
23.566000000000	-0.71409430604003	0.10325662141543
23.572000000000	-0.71370531268251	0.10670694136027
23.578000000000	-0.71329968053967	0.11015500091785
23.584000000000	-0.71287742690986	0.11360072137798
23.590000000000	-0.71243856944529	0.11704402416332
23.596000000000	-0.71198312615108	0.12048483083078
23.602000000000	-0.71151111538440	0.12392306307291
23.608000000000	-0.71102255585349	0.12735864271921
23.614000000000	-0.71051746661677	0.13079149173758
23.620000000000	-0.70999586708190	0.13422153223562
23.626000000000	-0.70945777700484	0.13764868646201
23.632000000000	-0.70890321648895	0.14107287680787
23.638000000000	-0.70833220598399	0.14449402580810
23.644000000000	-0.70774476628527	0.14791205614274
23.650000000000	-0.70714091853262	0.15132689063828
23.656000000000	-0.70652068420947	0.15473845226904
23.662000000000	-0.70588408514194	0.15814666415843
23.668000000000	-0.70523114349784	0.16155144958039
23.674000000000	-0.70456188178573	0.16495273196057
23.680000000000	-0.70387632285394	0.16835043487779
23.686000000000	-0.70317448988966	0.17174448206525
23.692000000000	-0.70245640641792	0.17513479741187
23.698000000000	-0.70172209630065	0.17852130496363
23.704000000000	-0.70097158373569	0.18190392892483
23.710000000000	-0.70020489325583	0.18528259365937
23.716000000000	-0.69942204972782	0.18865722369211
23.722000000000	-0.69862307835140	0.19202774371008
23.728000000000	-0.69780800465831	0.19539407856383
23.734000000000	-0.69697685451129	0.19875615326866
23.740000000000	-0.69612965410311	0.20211389300590
23.746000000000	-0.69526642995554	0.20546722312421
23.752000000000	-0.69438720891839	0.20881606914081
23.758000000000	-0.69349201816851	0.21216035674277
23.764000000000	-0.69258088520873	0.21550001178825
23.770000000000	-0.69165383786693	0.21883496030773
23.776000000000	-0.69071090429495	0.22216512850533
23.782000000000	-0.68975211296766	0.22549044275996
23.788000000000	-0.68877749268185	0.22881082962664
23.794000000000	-0.68778707255529	0.23212621583766
23.800000000000	-0.68678088202567	0.23543652830390
23.806000000000	-0.68575895084954	0.23874169411595
23.812000000000	-0.68472130910135	0.24204164054544
23.818000000000	-0.68366798717237	0.24533629504617
23.824000000000	-0.68259901576965	0.24862558525537
23.830000000000	-0.68151442591500	0.25190943899488
23.836000000000	-0.68041424894392	0.25518778427239
23.842000000000	-0.67929851650459	0.25846054928262
23.848000000000	-0.67816726055678	0.26172766240849
23.854000000000	-0.67702051337083	0.26498905222236
23.860000000000	-0.67585830752655	0.26824464748717
23.866000000000	-0.67468067591220	0.27149437715767
23.872000000000	-0.67348765172342	0.27473817038154
23.878000000000	-0.67227926846213	0.27797595650061
23.884000000000	-0.67105555993549	0.28120766505202
23.890000000000	-0.66981656025482	0.28443322576937
23.896000000000	-0.66856230383451	0.28765256858389
23.902000000000	-0.66729282539096	0.29086562362557
23.908000000000	-0.66600815994146	0.29407232122437
23.914000000000	-0.66470834280316	0.29727259191131
23.920000000000	-0.66339340959191	0.30046636641962
23.926000000000	-0.66206339622122	0.30365357568592
23.932000000000	-0.66071833890112	0.30683415085129
23.938000000000	-0.65935827413710	0.31000802326246
23.944000000000	-0.65798323872896	0.31317512447288
23.950000000000	-0.65659326976976	0.31633538624388
23.956000000000	-0.65518840464464	0.31948874054577
23.962000000000	-0.65376868102976	0.32263511955893
23.968000000000	-0.65233413689115	0.32577445567495
23.974000000000	-0.65088481048359	0.32890668149772
23.980000000000	-0.64942074034952	0.33203172984452
23.986000000000	-0.64794196531785	0.33514953374711
23.992000000000	-0.64644852450289	0.33826002645283
23.998000000000	-0.64494045730317	0.34136314142566
24.004000000000	-0.64341780340033	0.34445881234733
24.010000000000	-0.64188060275794	0.34754697311837
24.016000000000	-0.64032889562042	0.35062755785918
24.022000000000	-0.63876272251179	0.35370050091112
24.028000000000	-0.63718212423465	0.35676573683752
24.034000000000	-0.63558714186888	0.35982320042478
24.040000000000	-0.63397781677061	0.36287282668341
24.046000000000	-0.63235419057095	0.36591455084906
24.052000000000	-0.63071630517492	0.36894830838356
24.058000000000	-0.62906420276019	0.37197403497598
24.064000000000	-0.62739792577597	0.37499166654364
24.070000000000	-0.62571751694182	0.37800113923313
24.076000000000	-0.62402301924645	0.38100238942138
24.082000000000	-0.62231447594655	0.38399535371659
24.088000000000	-0.62059193056562	0.38697996895932
24.094000000000	-0.61885542689274	0.38995617222346
24.100000000000	-0.61710500898142	0.39292390081724
24.106000000000	-0.61534072114837	0.39588309228424
24.112000000000	-0.61356260797233	0.39883368440433
24.118000000000	-0.61177071429284	0.40177561519472
24.124000000000	-0.60996508520904	0.40470882291093
24.130000000000	-0.60814576607846	0.40763324604771
24.136000000000	-0.60631280251583	0.41054882334010
24.142000000000	-0.60446624039182	0.41345549376433
24.148000000000	-0.60260612583186	0.41635319653879
24.154000000000	-0.60073250521489	0.41924187112503
24.160000000000	-0.59884542517215	0.42212145722865
24.166000000000	-0.59694493258593	0.42499189480031
24.172000000000	-0.59503107458836	0.42785312403662
24.178000000000	-0.59310389856016	0.43070508538108
24.184000000000	-0.59116345212941	0.43354771952506
24.190000000000	-0.58920978317029	0.43638096740868
24.196000000000	-0.58724293980185	0.43920477022173
24.202000000000	-0.58526297038674	0.44201906940461
24.208000000000	-0.58326992352999	0.44482380664922
24.214000000000	-0.58126384807772	0.44761892389989
24.220000000000	-0.57924479311591	0.45040436335424
24.226000000000	-0.57721280796910	0.45318006746410
24.232000000000	-0.57516794219918	0.45594597893642
24.238000000000	-0.57311024560405	0.45870204073410
24.244000000000	-0.57103976821641	0.46144819607690
24.250000000000	-0.56895656030246	0.46418438844233
24.256000000000	-0.56686067236062	0.46691056156647
24.262000000000	-0.56475215512024	0.46962665944488
24.268000000000	-0.56263105954035	0.47233262633343
24.274000000000	-0.56049743680831	0.47502840674914
24.280000000000	-0.55835133833860	0.47771394547106
24.286000000000	-0.55619281577146	0.48038918754108
24.292000000000	-0.55402192097161	0.48305407826477
24.298000000000	-0.55183870602699	0.48570856321224
24.304000000000	-0.54964322324739	0.48835258821890
24.310000000000	-0.54743552516319	0.49098609938633
24.316000000000	-0.54521566452404	0.49360904308308
24.322000000000	-0.54298369429755	0.49622136594547
24.328000000000	-0.54073966766796	0.49882301487839
24.334000000000	-0.53848363803485	0.50141393705610
24.340000000000	-0.53621565901179	0.50399407992299
24.346000000000	-0.53393578442503	0.50656339119443
24.352000000000	-0.53164406831219	0.50912181885747
24.358000000000	-0.52934056492089	0.51166931117168
24.364000000000	-0.52702532870746	0.51420581666985
24.370000000000	-0.52469841433558	0.51673128415881
24.376000000000	-0.52235987667493	0.51924566272014
24.382000000000	-0.52000977079990	0.52174890171095
24.388000000000	-0.51764815198819	0.52424095076459
24.394000000000	-0.51527507571949	0.52672175979142
24.400000000000	-0.51289059767415	0.52919127897951
24.406000000000	-0.51049477373178	0.53164945879540
24.412000000000	-0.50808765996994	0.53409624998478
24.418000000000	-0.50566931266275	0.53653160357322
24.424000000000	-0.50323978827957	0.53895547086688
24.430000000000	-0.50079914348359	0.54136780345322
24.436000000000	-0.49834743513050	0.54376855320166
24.442000000000	-0.49588472026711	0.54615767226429
24.448000000000	-0.49341105612998	0.54853511307657
24.454000000000	-0.49092650014407	0.55090082835797
24.460000000000	-0.48843110992130	0.55325477111266
24.466000000000	-0.48592494325926	0.55559689463017
24.472000000000	-0.48340805813977	0.55792715248606
24.478000000000	-0.48088051272751	0.56024549854255
24.484000000000	-0.47834236536865	0.56255188694916
24.490000000000	-0.47579367458945	0.56484627214338
24.496000000000	-0.47323449909487	0.56712860885129
24.502000000000	-0.47066489776719	0.56939885208817
24.508000000000	-0.46808492966461	0.57165695715913
24.514000000000	-0.46549465401983	0.57390287965973
24.520000000000	-0.46289413023871	0.57613657547657
24.526000000000	-0.46028341789880	0.57835800078793
24.532000000000	-0.45766257674799	0.58056711206431
24.538000000000	-0.45503166670309	0.58276386606906
24.544000000000	-0.45239074784840	0.58494821985893
24.550000000000	-0.44973988043433	0.58712013078468
24.556000000000	-0.44707912487598	0.58927955649163
24.562000000000	-0.44440854175172	0.59142645492020
24.568000000000	-0.44172819180179	0.59356078430652
24.574000000000	-0.43903813592686	0.59568250318292
24.580000000000	-0.43633843518664	0.59779157037853
24.586000000000	-0.43362915079842	0.59988794501975
24.592000000000	-0.43091034413569	0.60197158653085
24.598000000000	-0.42818207672669	0.60404245463444
24.604000000000	-0.42544441025299	0.60610050935200
24.610000000000	-0.42269740654807	0.60814571100442
24.616000000000	-0.41994112759585	0.61017802021246
24.622000000000	-0.41717563552932	0.61219739789727
24.628000000000	-0.41440099262907	0.61420380528088
24.634000000000	-0.41161726132185	0.61619720388667
24.640000000000	-0.40882450417916	0.61817755553985
24.646000000000	-0.40602278391578	0.62014482236797
24.652000000000	-0.40321216338836	0.62209896680130
24.658000000000	-0.40039270559395	0.62403995157336
24.664000000000	-0.39756447366859	0.62596773972136
24.670000000000	-0.39472753088584	0.62788229458661
24.676000000000	-0.39188194065534	0.62978357981496
24.682000000000	-0.38902776652137	0.63167155935726
24.688000000000	-0.38616507216140	0.63354619746978
24.694000000000	-0.38329392138463	0.63540745871460
24.700000000000	-0.38041437813056	0.63725530796001
24.706000000000	-0.37752650646750	0.63908971038097
24.712000000000	-0.37463037059118	0.64091063145945
24.718000000000	-0.37172603482322	0.64271803698485
24.724000000000	-0.36881356360974	0.64451189305435
24.730000000000	-0.36589302151987	0.64629216607332
24.736000000000	-0.36296447324427	0.64805882275567
24.742000000000	-0.36002798359374	0.64981183012422
24.748000000000	-0.35708361749770	0.65155115551103
24.754000000000	-0.35413144000274	0.65327676655780
24.760000000000	-0.35117151627119	0.65498863121615
24.766000000000	-0.34820391157962	0.65668671774798
24.772000000000	-0.34522869131738	0.65837099472581
24.778000000000	-0.34224592098518	0.66004143103309
24.784000000000	-0.33925566619357	0.66169799586449
24.790000000000	-0.33625799266151	0.66334065872625
24.796000000000	-0.33325296621488	0.66496938943644
24.802000000000	-0.33024065278502	0.66658415812526
24.808000000000	-0.32722111840730	0.66818493523536
24.814000000000	-0.32419442921959	0.66977169152207
24.820000000000	-0.32116065146083	0.67134439805369
24.826000000000	-0.31811985146955	0.67290302621176
24.832000000000	-0.31507209568241	0.67444754769133
24.838000000000	-0.31201745063273	0.67597793450117
24.844000000000	-0.30895598294899	0.67749415896404
24.850000000000	-0.30588775935340	0.67899619371694
24.856000000000	-0.30281284666042	0.68048401171130
24.862000000000	-0.29973131177526	0.68195758621325
24.868000000000	-0.29664322169245	0.68341689080379
24.874000000000	-0.29354864349433	0.68486189937902
24.880000000000	-0.29044764434963	0.68629258615035
24.886000000000	-0.28734029151192	0.68770892564468
24.892000000000	-0.28422665231823	0.68911089270460
24.898000000000	-0.28110679418750	0.69049846248853
24.904000000000	-0.27798078461917	0.69187161047097
24.910000000000	-0.27484869119164	0.69323031244259
24.916000000000	-0.27171058156089	0.69457454451044
24.922000000000	-0.26856652345892	0.69590428309806
24.928000000000	-0.26541658469232	0.69721950494567
24.934000000000	-0.26226083314081	0.69852018711028
24.940000000000	-0.25909933675575	0.69980630696583
24.946000000000	-0.25593216355868	0.70107784220331
24.952000000000	-0.25275938163982	0.70233477083088
24.958000000000	-0.24958105915666	0.70357707117398
24.964000000000	-0.24639726433244	0.70480472187545
24.970000000000	-0.24320806545469	0.70601770189558
24.976000000000	-0.24001353087378	0.70721599051226
24.982000000000	-0.23681372900146	0.70839956732100
24.988000000000	-0.23360872830933	0.70956841223507
24.994000000000	-0.23039859732747	0.71072250548552
25.000000000000	-0.22718340464289	0.71186182762127
25.006000000000	-0.22396321889812	0.71298635950912
25.012000000000	-0.22073810878970	0.71409608233387
25.018000000000	-0.21750814306676	0.71519097759831
25.024000000000	-0.21427339052955	0.71627102712324
25.030000000000	-0.21103392002794	0.71733621304756
25.036000000000	-0.20778980046000	0.71838651782822
25.042000000000	-0.20454110077053	0.71942192424028
25.048000000000	-0.20128788994959	0.72044241537690
25.054000000000	-0.19803023703107	0.72144797464934
25.060000000000	-0.19476821109119	0.72243858578695
25.066000000000	-0.19150188124708	0.72341423283716
25.072000000000	-0.18823131665530	0.72437490016546
25.078000000000	-0.18495658651044	0.72532057245535
25.084000000000	-0.18167776004357	0.72625123470836
25.090000000000	-0.17839490652091	0.72716687224394
25.096000000000	-0.17510809524226	0.72806747069945
25.102000000000	-0.17181739553966	0.72895301603010
25.108000000000	-0.16852287677587	0.72982349450889
25.114000000000	-0.16522460834295	0.73067889272654
25.120000000000	-0.16192265966082	0.73151919759139
25.126000000000	-0.15861710017581	0.73234439632936
25.132000000000	-0.15530799935922	0.73315447648382
25.138000000000	-0.15199542670588	0.73394942591552
25.144000000000	-0.14867945173274	0.73472923280249
25.150000000000	-0.14536014397738	0.73549388563990
25.156000000000	-0.14203757299662	0.73624337323998
25.162000000000	-0.13871180836506	0.73697768473187
25.168000000000	-0.13538291967369	0.73769680956150
25.174000000000	-0.13205097652841	0.73840073749148
25.180000000000	-0.12871604854864	0.73908945860089
25.186000000000	-0.12537820536586	0.73976296328521
25.192000000000	-0.12203751662224	0.74042124225611
25.198000000000	-0.11869405196917	0.74106428654130
25.204000000000	-0.11534788106585	0.74169208748438
25.210000000000	-0.11199907357790	0.74230463674463
25.216000000000	-0.10864769917592	0.74290192629686
25.222000000000	-0.10529382753408	0.74348394843121
25.228000000000	-0.10193752832871	0.74405069575294
25.234000000000	-0.098578871236893	0.74460216118226
25.240000000000	-0.095217925935070	0.74513833795408
25.246000000000	-0.091854762097617	0.74565921961784
25.252000000000	-0.088489449395449	0.74616480003725
25.258000000000	-0.085122057494628	0.74665507339009
25.264000000000	-0.081752656054957	0.74713003416797
25.270000000000	-0.078381314728590	0.74758967717607
25.276000000000	-0.075008103158639	0.74803399753292
25.282000000000	-0.071633090977781	0.74846299067015
25.288000000000	-0.068256347806875	0.74887665233218
25.294000000000	-0.064877943253574	0.74927497857604
25.300000000000	-0.061497946910943	0.74965796577100
25.306000000000	-0.058116428356083	0.75002561059839
25.312000000000	-0.054733457148746	0.75037791005124
25.318000000000	-0.051349102829971	0.75071486143403
25.324000000000	-0.047963434920702	0.75103646236237
25.330000000000	-0.044576522920430	0.75134271076273
25.336000000000	-0.041188436305811	0.75163360487209
25.342000000000	-0.037799244529321	0.75190914323766
25.348000000000	-0.034409017017882	0.75216932471653
