#Parameters = {Epsilon=3; a=8.636; b=4.318; d_new=2; d_odj=74.4; h=1; l=26; l_old=26; tg_delta=0.01}
#"Frequency / GHz"	"S2,2 [Re]"	"S2,2 [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#-------------------------------------------------------------------------
22.000000000000	-0.65435243186702	0.29117825175980	613.07053357340	0.0000000000000
22.006000000000	-0.65268655954548	0.29452393625142	612.82291089986	0.0000000000000
22.012000000000	-0.65100421484789	0.29785906041930	612.57528822632	0.0000000000000
22.018000000000	-0.64930546870396	0.30118354720064	612.32766555279	0.0000000000000
22.024000000000	-0.64759039234787	0.30449732004116	612.08004287925	0.0000000000000
22.030000000000	-0.64585905731456	0.30780030289531	611.83242020571	0.0000000000000
22.036000000000	-0.64411153543600	0.31109242022650	611.58479753217	0.0000000000000
22.042000000000	-0.64234789883750	0.31437359700735	611.33717485863	0.0000000000000
22.048000000000	-0.64056821993405	0.31764375871981	611.08955218509	0.0000000000000
22.054000000000	-0.63877257142665	0.32090283135536	610.84192951155	0.0000000000000
22.060000000000	-0.63696102629865	0.32415074141512	610.59430683802	0.0000000000000
22.066000000000	-0.63513365781217	0.32738741590997	610.34668416448	0.0000000000000
22.072000000000	-0.63329053950445	0.33061278236063	610.09906149094	0.0000000000000
22.078000000000	-0.63143174518427	0.33382676879775	609.85143881740	0.0000000000000
22.084000000000	-0.62955734892838	0.33702930376190	609.60381614386	0.0000000000000
22.090000000000	-0.62766742507796	0.34022031630366	609.35619347032	0.0000000000000
22.096000000000	-0.62576204823508	0.34339973598356	609.10857079678	0.0000000000000
22.102000000000	-0.62384129325913	0.34656749287207	608.86094812324	0.0000000000000
22.108000000000	-0.62190523526340	0.34972351754958	608.61332544971	0.0000000000000
22.114000000000	-0.61995394961151	0.35286774110633	608.36570277617	0.0000000000000
22.120000000000	-0.61798751191403	0.35600009514229	608.11808010263	0.0000000000000
22.126000000000	-0.61600599802496	0.35912051176711	607.87045742909	0.0000000000000
22.132000000000	-0.61400948403831	0.36222892359995	607.62283475555	0.0000000000000
22.138000000000	-0.61199804628472	0.36532526376934	607.37521208201	0.0000000000000
22.144000000000	-0.60997176132806	0.36840946591307	607.12758940847	0.0000000000000
22.150000000000	-0.60793070596199	0.37148146417792	606.87996673494	0.0000000000000
22.156000000000	-0.60587495720670	0.37454119321954	606.63234406140	0.0000000000000
22.162000000000	-0.60380459230546	0.37758858820217	606.38472138786	0.0000000000000
22.168000000000	-0.60171968872139	0.38062358479846	606.13709871432	0.0000000000000
22.174000000000	-0.59962032413410	0.38364611918913	605.88947604078	0.0000000000000
22.180000000000	-0.59750657643641	0.38665612806280	605.64185336724	0.0000000000000
22.186000000000	-0.59537852373109	0.38965354861563	605.39423069370	0.0000000000000
22.192000000000	-0.59323624432760	0.39263831855101	605.14660802016	0.0000000000000
22.198000000000	-0.59107981673884	0.39561037607927	604.89898534663	0.0000000000000
22.204000000000	-0.58890931967797	0.39856965991734	604.65136267309	0.0000000000000
